card_id,card_type,deck_name,text,image_file
devops_question_020,question,Cliché Maximum: DevOps Edition,Le pire endroit pour debugger est ____.,card_game/devops/question/card_020.png
devops_answer_001,answer,Cliché Maximum: DevOps Edition,Le serveur principal,card_game/devops/answer/card_001.png
devops_answer_002,answer,Cliché Maximum: DevOps Edition,Une mise à jour mineure de Linux,card_game/devops/answer/card_002.png
devops_answer_003,answer,Cliché Maximum: DevOps Edition,Un certificat SSL expiré depuis 6 mois,card_game/devops/answer/card_003.png
devops_answer_004,answer,Cliché Maximum: DevOps Edition,Un fichier .env oublié sur GitHub,card_game/devops/answer/card_004.png
devops_answer_005,answer,Cliché Maximum: DevOps Edition,Un cron qui tourne depuis 2007,card_game/devops/answer/card_005.png
devops_answer_006,answer,Cliché Maximum: DevOps Edition,La voiture personnelle de l'admin sys,card_game/devops/answer/card_006.png
devops_answer_007,answer,Cliché Maximum: DevOps Edition,Un printf debug oublié,card_game/devops/answer/card_007.png
devops_answer_008,answer,Cliché Maximum: DevOps Edition,Une variable nommée X dans le code,card_game/devops/answer/card_008.png
devops_answer_009,answer,Cliché Maximum: DevOps Edition,L'API undocumented du legacy,card_game/devops/answer/card_009.png
devops_answer_010,answer,Cliché Maximum: DevOps Edition,DROP TABLE users,card_game/devops/answer/card_010.png
devops_answer_011,answer,Cliché Maximum: DevOps Edition,Un git push --force sur main,card_game/devops/answer/card_011.png
devops_answer_012,answer,Cliché Maximum: DevOps Edition,Lol pourquoi pas,card_game/devops/answer/card_012.png
devops_answer_013,answer,Cliché Maximum: DevOps Edition,Une page HTML faite à la main,card_game/devops/answer/card_013.png
devops_answer_014,answer,Cliché Maximum: DevOps Edition,Le syndrome de Schrödinger,card_game/devops/answer/card_014.png
devops_answer_015,answer,Cliché Maximum: DevOps Edition,Boire un café et prier,card_game/devops/answer/card_015.png
devops_answer_016,answer,Cliché Maximum: DevOps Edition,Restart everything,card_game/devops/answer/card_016.png
devops_answer_017,answer,Cliché Maximum: DevOps Edition,Reposer la question à ChatGPT,card_game/devops/answer/card_017.png
devops_answer_018,answer,Cliché Maximum: DevOps Edition,Demander à Roger,card_game/devops/answer/card_018.png
devops_answer_019,answer,Cliché Maximum: DevOps Edition,Hello World,card_game/devops/answer/card_019.png
devops_answer_020,answer,Cliché Maximum: DevOps Edition,Demander à Slack,card_game/devops/answer/card_020.png
devops_answer_021,answer,Cliché Maximum: DevOps Edition,L'apocalypse,card_game/devops/answer/card_021.png
devops_answer_022,answer,Cliché Maximum: DevOps Edition,Une pizza froide,card_game/devops/answer/card_022.png
devops_answer_023,answer,Cliché Maximum: DevOps Edition,Le télétravail forcé,card_game/devops/answer/card_023.png
devops_answer_024,answer,Cliché Maximum: DevOps Edition,Trois écrans à la fois,card_game/devops/answer/card_024.png
devops_answer_025,answer,Cliché Maximum: DevOps Edition,L'analyse de logs,card_game/devops/answer/card_025.png
devops_answer_026,answer,Cliché Maximum: DevOps Edition,Le mode incognito du navigateur,card_game/devops/answer/card_026.png
devops_answer_027,answer,Cliché Maximum: DevOps Edition,L'algorithme de tri à bulles,card_game/devops/answer/card_027.png
devops_answer_028,answer,Cliché Maximum: DevOps Edition,Une démo PowerPoint qui plante,card_game/devops/answer/card_028.png
devops_answer_029,answer,Cliché Maximum: DevOps Edition,Trois cafés et un Red Bull,card_game/devops/answer/card_029.png
devops_answer_030,answer,Cliché Maximum: DevOps Edition,Pleurer en silence,card_game/devops/answer/card_030.png
devops_answer_031,answer,Cliché Maximum: DevOps Edition,Refactoriser tout sans review,card_game/devops/answer/card_031.png
devops_answer_032,answer,Cliché Maximum: DevOps Edition,Migrer vers Rust,card_game/devops/answer/card_032.png
devops_answer_033,answer,Cliché Maximum: DevOps Edition,Faire un PR à 23h59,card_game/devops/answer/card_033.png
devops_answer_034,answer,Cliché Maximum: DevOps Edition,Un dump complet de la BDD,card_game/devops/answer/card_034.png
devops_answer_035,answer,Cliché Maximum: DevOps Edition,Une excuse Slack inventive,card_game/devops/answer/card_035.png
devops_answer_036,answer,Cliché Maximum: DevOps Edition,Le service du voisin qui plante d'abord,card_game/devops/answer/card_036.png
